Name,Origin,Type,Unique Feature,Friendly Rating (1-10),Size,Grooming Needs,Exercise Requirements (hrs/day),Good with Children,Intelligence Rating (1-10),Shedding Level,Health Issues Risk,Training Difficulty (1-10),temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years,temperament list,temperament_clean,affection_sociability,energy_activity,trainability,playfulness,protectiveness,independence,calm_stability,confidence_resilience,image_url
Rhodesian Ridgeback,Africa,Hound,Ridge of fur on back,6,Large,Moderate,2.5,With Training,8,Moderate,Moderate,7,"loyal, intelligent, confident, independent, affectionate",Southern Africa,ZA,"Large, muscular, and athletic hound with a distinctive ridge of hair running along its back, originally bred to hunt lions in Africa. Known for their dignified, even-tempered nature and loyal disposition.",Hound,"Developed in Southern Africa by crossing native ridged Khoikhoi dogs with European breeds like Mastiffs and Greyhounds. Bred by farmers and hunters for tracking and holding big game, notably lions, at bay. Recognized by South African Kennel Union in the 1920s.","{'id': 'Q3DE5jQ8fR', 'url': 'https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg', 'width': 1264, 'height': 832}",29.0,41.0,35.0,61.0,69.0,65.0,10.0,12.0,11.0,"['loyal', ' intelligent', ' confident', ' independent', ' affectionate']","loyal, intelligent, confident, independent, affectionate",1,0,1,0,0,1,0,1,https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg
Rottweiler,Germany,Working,Powerful guarding,7,Large,Moderate,2.0,With Training,8,High,High,8,"confident, loyal, courageous, calm, protective, affectionate","Rottweil, Germany",DE,"Large, robust, muscular working dog with black coat and tan markings, known for great strength, protective instincts, and confident temperament. A loyal and loving guardian breed.",Working,"Descended from Roman drover dogs, developed in the German town of Rottweil as cattle herders and guard dogs. Known as the 'Butcher's Dog of Rottweil', they protected butchers' money to and from market. Numbers declined with advent of railroads but was revived in early 20th century. Later used for protection and police work","{'id': 'LxI7Kkc5oH', 'url': 'https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg', 'width': 1184, 'height': 896}",36.0,61.0,48.5,56.0,69.0,62.5,9.0,10.0,9.5,"['confident', ' loyal', ' courageous', ' calm', ' protective', ' affectionate']","confident, loyal, courageous, calm, protective, affectionate",1,0,0,0,1,0,1,1,https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg
Saint Bernard,Switzerland,Working,Large size,9,Giant,High,2.0,Yes,6,High,Moderate,7,"gentle, friendly, calm, patient, loyal, protective",Switzerland,CH,"A powerful, giant-sized working breed from the Swiss Alps with distinctive markings and massive head, originally bred for mountain rescue. Known for its gentle, patient nature and calm temperament.",Working,Developed by monks at the Great St. Bernard Hospice on the border of Switzerland and Italy for rescue work in treacherous Alpine conditions. Used to locate and rescue travelers lost in snow and fog of dangerous Alpine passes,"{'id': 'K9nzmg0TL', 'url': 'https://cdn2.thedogapi.com/images/K9nzmg0TL.jpg', 'width': 1080, 'height': 1350}",54.0,82.0,68.0,66.0,76.0,71.0,8.0,10.0,9.0,"['gentle', ' friendly', ' calm', ' patient', ' loyal', ' protective']","gentle, friendly, calm, patient, loyal, protective",1,0,0,0,1,0,1,0,https://cdn2.thedogapi.com/images/K9nzmg0TL.jpg
Saluki,Middle East,Hound,Slender elegant,6,Medium,Moderate,2.5,No,7,Moderate,Moderate,7,"gentle, independent, intelligent, devoted, calm, reserved",Middle East (Fertile Crescent),EG,"Ancient, elegant sighthound of the Middle East with graceful build, feathered ears and tail, known for extraordinary speed, endurance, and dignified nature. Bred for hunting gazelle across desert terrain.",Hound,"One of the most ancient domesticated dog breeds, treasured by royalty and Bedouin tribes for thousands of years. Considered sacred by Muslims and revered throughout the Middle East for hunting gazelle and swift prey across desert terrain.","{'id': 'VdUHW9aaz', 'url': 'https://cdn2.thedogapi.com/images/VdUHW9aaz.jpg', 'width': 1280, 'height': 1920}",16.0,29.0,22.5,58.0,71.0,64.5,10.0,17.0,13.5,"['gentle', ' independent', ' intelligent', ' devoted', ' calm', ' reserved']","gentle, independent, intelligent, devoted, calm, reserved",1,0,1,0,0,1,1,0,https://cdn2.thedogapi.com/images/VdUHW9aaz.jpg
Samoyed,Siberia,Working,Fluffy white coat,9,Medium,High,2.0,Yes,7,High,Moderate,7,"friendly, gentle, adaptable, alert, intelligent, playful",Siberia,RU,"A powerful and graceful medium to large Arctic spitz breed with a thick, all-white double coat and distinctive 'Samoyed smile' created by the upturned corners of the mouth",Working,"Ancient breed developed by the nomadic Samoyede people of Siberia over 3,000 years ago for herding reindeer, pulling sleds, and companionship. Their thick coats protected them from brutal climate, and they often slept with families for warmth. Brought out of Siberia in late 19th and early 20th centuries. Recognized by AKC in 1906.","{'id': 'bLkWhvuqNJ', 'url': 'https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg', 'width': 1024, 'height': 1040}",16.0,29.0,22.5,48.0,60.0,54.0,12.0,14.0,13.0,"['friendly', ' gentle', ' adaptable', ' alert', ' intelligent', ' playful']","friendly, gentle, adaptable, alert, intelligent, playful",1,0,1,1,1,0,1,0,https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg
Schipperke,Belgium,Non-Sporting,Tailless appearance,7,Small,Moderate,2.0,No,7,Moderate,Moderate,7,"alert, confident, energetic, intelligent, independent, curious",Belgium,BE,"Small, compact, tailless spitz-type dog with a distinctive fox-like face, thick double coat, and abundant ruff around the neck. Known as the 'little captain', this agile black dog has a confident demeanor and alert expression.",Non-Sporting,Developed in the Flemish regions of Belgium as a canal barge watchdog and ratter. The name means 'little captain' and the breed served as an adept guardian and vermin hunter on Belgian waterways for centuries.,"{'id': 'fWSbovpqXi', 'url': 'https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg', 'width': 1200, 'height': 896}",4.5,7.0,5.75,25.0,33.0,29.0,12.0,14.0,13.0,"['alert', ' confident', ' energetic', ' intelligent', ' independent', ' curious']","alert, confident, energetic, intelligent, independent, curious",0,1,1,1,1,1,0,1,https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg
Scottish Deerhound,Scotland,Hound,Greyhound-like,6,Large,Moderate,2.0,Yes,6,Moderate,Moderate,7,"gentle, dignified, calm, loyal, friendly",Scotland,GB,"Large, athletic sighthound with rough, wiry coat and dignified bearing, often called the 'Royal Dog of Scotland', bred for coursing giant red deer in the Scottish Highlands",Hound,"Ancient sighthound breed developed in Scottish Highlands to hunt giant wild red deer. Once so prized that ownership was restricted to nobility, nearly went extinct with decline of clan system but was revived in 19th century. Recognized by AKC in 1886.","{'id': 'i9G4f21V3R', 'url': 'https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg', 'width': 1264, 'height': 832}",34.0,50.0,42.0,71.0,81.0,76.0,8.0,11.0,9.5,"['gentle', ' dignified', ' calm', ' loyal', ' friendly']","gentle, dignified, calm, loyal, friendly",1,0,0,0,0,0,1,1,https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg
Scottish Terrier,Scotland,Terrier,Sturdy low-set,7,Small,Moderate,1.5,Yes,6,Moderate,High,7,"confident, independent, alert, intelligent, loyal",Scotland,GB,"Small, compact, and sturdy terrier with a distinctive wiry coat, erect ears, beard and eyebrows, and dignified, confident presence",Terrier,"One of Scotland's oldest Highland terrier breeds, developed in the Scottish Highlands for hunting vermin in difficult terrain. Recognized by The Kennel Club (UK) in 1883 and the AKC in 1885.","{'id': 'Bklnce5NX', 'url': 'https://cdn2.thedogapi.com/images/Bklnce5NX_1280.jpg', 'width': 1280, 'height': 976}",8.0,10.0,9.0,25.0,28.0,26.5,12.0,15.0,13.5,"['confident', ' independent', ' alert', ' intelligent', ' loyal']","confident, independent, alert, intelligent, loyal",0,0,1,0,1,1,0,1,https://cdn2.thedogapi.com/images/Bklnce5NX_1280.jpg
Shetland Sheepdog,Scotland,Herding,Miniature Collie,9,Medium,High,2.0,Yes,8,High,Moderate,5,"intelligent, loyal, alert, playful, gentle, eager to please","Shetland Islands, Scotland",GB,"Small, agile herding dog from the Shetland Islands, resembling a miniature Rough Collie with a dense double coat, intelligent expression, and alert demeanor. A distinct breed known for its bright, playful nature and collie-like appearance.",Herding,"Developed in the rugged Shetland Islands of Scotland as a small, hardy herding dog for sheep and ponies in harsh conditions. Created by crossing native dogs with Border Collies, Scotch Collies and possibly Spitz breeds. Recognized by AKC in 1911.","{'id': 'sed3BFUfdo', 'url': 'https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg', 'width': 1200, 'height': 896}",7.0,11.0,9.0,33.0,41.0,37.0,12.0,14.0,13.0,"['intelligent', ' loyal', ' alert', ' playful', ' gentle', ' eager to please']","intelligent, loyal, alert, playful, gentle, eager to please",0,0,1,1,1,0,1,0,https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg
Shiba Inu,Japan,Non-Sporting,Fox-like expression,7,Small,Moderate,2.0,No,7,Moderate,Moderate,7,"alert, confident, intelligent, independent, loyal, courageous",Japan,JP,"An ancient Japanese spitz breed with a small, compact, well-muscled frame and distinctive fox-like appearance. Known for its spirited personality, confident bearing, and agile movement.",Non-Sporting,"One of Japan's six oldest native breeds, originally developed for hunting small game in mountainous terrain. Nearly extinct after WWII but saved through dedicated breeding programs. First brought to the United States in 1954.","{'id': 'YOZ3-uVvB', 'url': 'https://cdn2.thedogapi.com/images/YOZ3-uVvB.jpg', 'width': 1080, 'height': 1350}",7.0,11.0,9.0,34.0,42.0,38.0,,,,"['alert', ' confident', ' intelligent', ' independent', ' loyal', ' courageous']","alert, confident, intelligent, independent, loyal, courageous",0,0,1,0,1,1,0,1,https://cdn2.thedogapi.com/images/YOZ3-uVvB.jpg
Shih Tzu,China,Toy,Long flowing coat,8,Small,Very High,1.0,Yes,6,Moderate,Moderate,7,"affectionate, playful, outgoing, loyal",Tibet/China,CN,"Small, sturdy toy breed with a distinctive short snout, large dark eyes, and luxurious long flowing double coat. Known for their charming, affectionate companion temperament",Toy,"Ancient breed developed in Tibetan monasteries and refined by imperial breeders in Chinese palace courts. Believed to descend from Tibetan breeds, possibly crosses between Lhasa Apso and Pekingese, prized as house pets for centuries","{'id': 'FpTUahuFwc', 'url': 'https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg', 'width': 1152, 'height': 928}",4.0,7.0,5.5,23.0,27.0,25.0,10.0,18.0,14.0,"['affectionate', ' playful', ' outgoing', ' loyal']","affectionate, playful, outgoing, loyal",1,0,0,1,0,0,0,0,https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg
Siberian Husky,Siberia,Working,Piercing eyes,8,Medium,Moderate,2.5,Yes,7,Moderate,Moderate,7,"friendly, outgoing, intelligent, alert, gentle, independent, energetic","Siberia, Russia",RU,"Medium-sized, athletic working sled dog with thick double coat, striking wolf-like appearance, and erect triangular ears, bred for endurance sledding in harsh arctic conditions",Working,"Developed by the Chukchi people of Siberia as an endurance sled dog for transportation in harsh arctic conditions. Brought to Alaska in 1908 for sled dog racing, gained fame during the 1925 serum run to Nome, and recognized by AKC in 1930.","{'id': 'S17ZilqNm', 'url': 'https://cdn2.thedogapi.com/images/S17ZilqNm_1280.jpg', 'width': 1920, 'height': 1280}",16.0,27.0,21.5,51.0,60.0,55.5,12.0,14.0,13.0,"['friendly', ' outgoing', ' intelligent', ' alert', ' gentle', ' independent', ' energetic']","friendly, outgoing, intelligent, alert, gentle, independent, energetic",1,1,1,0,1,1,1,0,https://cdn2.thedogapi.com/images/S17ZilqNm_1280.jpg
Skye Terrier,Scotland,Terrier,Long low body,7,Small,Moderate,1.5,No,6,Moderate,Moderate,7,"loyal, courageous, intelligent, calm, confident","Isle of Skye, Scotland",GB,"Long, low-built terrier with flowing double coat that parts down the middle and distinctive feathered ears. Despite its elegant, stylish appearance, this is a hardy and courageous working dog with a dignified demeanor, originally bred for hunting vermin on the Isle of Skye.",Terrier,"Developed on the Isle of Skye in Scotland for hunting fox, otter, and vermin in rocky terrain. Gained popularity in the 19th century when Queen Victoria became a fancier. Made famous by Greyfriars Bobby in Edinburgh. Recognized by AKC in 1887.","{'id': 'EAOmB1oGAh', 'url': 'https://cdn4.thedogapi.com/optimized/EAOmB1oGAh.jpg', 'width': 1200, 'height': 880}",11.0,20.0,15.5,23.0,27.0,25.0,12.0,14.0,13.0,"['loyal', ' courageous', ' intelligent', ' calm', ' confident']","loyal, courageous, intelligent, calm, confident",0,0,1,0,1,0,1,1,https://cdn4.thedogapi.com/optimized/EAOmB1oGAh.jpg
Sloughi,North Africa,Hound,Powerful hunter,6,Medium,Low,2.5,With Training,7,Low,Moderate,7,"independent, gentle, loyal, intelligent, reserved",North Africa,MA,"Ancient, elegant North African sighthound with lean athletic build and smooth short coat, bred by Berber and Bedouin tribes for hunting in desert terrain. Known for its noble, graceful appearance and reserved temperament.",Hound,"Ancient sighthound breed developed by Berber and Bedouin tribes in North Africa for hunting desert game such as gazelle, hare, fox, and jackal over vast distances. Highly prized for speed, endurance, and graceful gait in harsh desert conditions. Recognized by FCI and AKC.","{'id': 'Hty4RiVLuY', 'url': 'https://cdn4.thedogapi.com/optimized/Hty4RiVLuY.jpg', 'width': 928, 'height': 1152}",16.0,32.0,24.0,61.0,74.0,67.5,12.0,15.0,13.5,"['independent', ' gentle', ' loyal', ' intelligent', ' reserved']","independent, gentle, loyal, intelligent, reserved",0,0,1,0,0,1,1,0,https://cdn4.thedogapi.com/optimized/Hty4RiVLuY.jpg
Smooth Fox Terrier,England,Terrier,Energetic,7,Small,Low,2.0,Yes,7,Moderate,Moderate,7,"energetic, alert, intelligent, friendly, courageous, playful",England,GB,"Compact, energetic terrier with a predominantly white, short, smooth coat and keen, alert expression. This sturdy, medium-sized breed combines intelligence with the bold, lively spirit characteristic of terriers.",Terrier,"Developed in England in the 18th-19th century for fox hunting, with their primary role being to 'bolt' foxes from dens. Refined from various terrier breeds and hounds, standardized by English foxhunters. Smooth and Wire Fox Terriers were considered one breed until 1985.","{'id': 'Syszjx9Em', 'url': 'https://cdn2.thedogapi.com/images/Syszjx9Em_1280.jpg', 'width': 1600, 'height': 1031}",7.0,8.5,7.75,36.0,39.0,37.5,12.0,15.0,13.5,"['energetic', ' alert', ' intelligent', ' friendly', ' courageous', ' playful']","energetic, alert, intelligent, friendly, courageous, playful",1,1,1,1,1,0,0,0,https://cdn2.thedogapi.com/images/Syszjx9Em_1280.jpg
Soft-Coated Wheaten Terrier,Ireland,Terrier,Soft wavy coat,8,Medium,High,2.0,Yes,7,Moderate,Moderate,6,"friendly, happy, intelligent, devoted, energetic",Ireland,IE,"Medium-sized, hardy and agile terrier distinguished by its soft, silky, gently waving coat of warm wheaten color and lively expression. Known for their joyful, affectionate nature with a steady, confident temperament.",Terrier,"Ancient Irish breed developed over 200 years as versatile farm dog for herding, guarding property, and vermin control. Known as the 'poor man's Wolfhound,' gained official recognition from Irish Kennel Club in 1937 and AKC in 1973.","{'id': 'ikOLxquC5T', 'url': 'https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg', 'width': 1136, 'height': 928}",14.0,18.0,16.0,43.0,48.0,45.5,12.0,15.0,13.5,"['friendly', ' happy', ' intelligent', ' devoted', ' energetic']","friendly, happy, intelligent, devoted, energetic",1,1,1,0,0,0,0,0,https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg
Spanish Water Dog,Spain,Sporting,Curly waterproof coat,7,Medium,Very High,2.0,Yes,8,Moderate,Moderate,6,"loyal, intelligent, work-focused, athletic, energetic, alert",Spain,ES,"Medium-sized rustic water dog with distinctive curly woolly coat, athletic build, and versatile multi-purpose working ability",Herding,"Ancient all-purpose farm dog from the Iberian Peninsula, used for centuries in Spain for herding livestock, retrieving waterfowl for hunters, and assisting fishermen. Nearly extinct but successfully revived in the 1970s","{'id': 'HJf4jl9VX', 'url': 'https://cdn2.thedogapi.com/images/HJf4jl9VX_1280.jpg', 'width': 1200, 'height': 922}",14.0,22.0,18.0,40.0,50.0,45.0,12.0,14.0,13.0,"['loyal', ' intelligent', ' work-focused', ' athletic', ' energetic', ' alert']","loyal, intelligent, work-focused, athletic, energetic, alert",0,1,1,0,1,0,0,0,https://cdn2.thedogapi.com/images/HJf4jl9VX_1280.jpg
Spinone Italiano,Italy,Sporting,Shaggy coat,7,Large,High,2.0,Yes,7,Moderate,Moderate,7,"gentle, patient, loyal, intelligent, docile, affectionate",Italy,IT,"Large, robust, and muscular hunting dog with a distinctive dense wiry coat, expressive beard and eyebrows, and patient gentle expression. Built for all-terrain hunting with a rugged yet versatile build and methodical hunting style.",Sporting,"Ancient Italian breed from the Piedmont region dating back to 500 BC, developed as a versatile gundog for hunting in dense, thorny terrain. Known since at least the Renaissance and valued for tracking, pointing and retrieving. The breed faced near extinction after World War II but was revived by dedicated enthusiasts.","{'id': 'AO4eNHKHfu', 'url': 'https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg', 'width': 1200, 'height': 896}",28.0,37.0,32.5,56.0,69.0,62.5,10.0,12.0,11.0,"['gentle', ' patient', ' loyal', ' intelligent', ' docile', ' affectionate']","gentle, patient, loyal, intelligent, docile, affectionate",1,0,1,0,0,0,1,0,https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg
Staffordshire Bull Terrier,England,Terrier,Muscular strength,7,Medium,Low,2.0,Yes,7,Moderate,High,7,"courageous, intelligent, affectionate, loyal, confident, energetic","Staffordshire, England",GB,"Compact, muscular, and stocky terrier with broad head and strong build, known for great strength, agility, courage, and affectionate nature with family",Terrier,"Developed in 19th-century Staffordshire, England by crossing bulldogs with local terriers for bull-baiting and dog fighting. After these sports were banned, breeders refined the breed into the affectionate and reliable family companion known today","{'id': 'H1zSie9V7', 'url': 'https://cdn2.thedogapi.com/images/H1zSie9V7_1280.jpg', 'width': 1280, 'height': 852}",11.0,17.0,14.0,36.0,41.0,38.5,12.0,14.0,13.0,"['courageous', ' intelligent', ' affectionate', ' loyal', ' confident', ' energetic']","courageous, intelligent, affectionate, loyal, confident, energetic",1,1,1,0,1,0,0,1,https://cdn2.thedogapi.com/images/H1zSie9V7_1280.jpg
Standard Schnauzer,Germany,Standard,Distinct beard,7,Medium,High,2.0,Yes,7,Moderate,Moderate,6,"intelligent, alert, energetic, loyal, protective, devoted",Germany,DE,"Medium-sized, robust dog with distinctive beard and eyebrows, square build and wiry coat. An intelligent, high-spirited breed that serves as both a versatile working dog and loyal companion.",Working,"The original Schnauzer breed dating back to the Middle Ages in Germany, developed as versatile farm dogs for guarding property, herding livestock, ratting and exterminating vermin. Recognized by AKC since 1904.","{'id': 'dtz9b2Lrz', 'url': 'https://cdn2.thedogapi.com/images/dtz9b2Lrz.jpg', 'width': 1275, 'height': 1920}",14.0,23.0,18.5,44.0,50.0,47.0,,,,"['intelligent', ' alert', ' energetic', ' loyal', ' protective', ' devoted']","intelligent, alert, energetic, loyal, protective, devoted",1,1,1,0,1,0,0,0,https://cdn2.thedogapi.com/images/dtz9b2Lrz.jpg
Sussex Spaniel,England,Sporting,Low-set body,7,Medium,High,1.5,Yes,6,Moderate,Moderate,6,"calm, gentle, friendly, loyal, alert","Sussex, England",GB,"A long, low, and muscular spaniel with a distinctive rich golden liver coat and rolling gait, bred for hunting in dense undergrowth. Known for its calm and affectionate nature, this massive spaniel moves with deliberate purpose and steady temperament.",Sporting,Developed in Sussex County England in the 18th-19th centuries by landowners specifically for hunting in dense forests and undergrowth. Nearly extinct after WWII but saved by dedicated breeders. Recognized by Kennel Club in 1872 and AKC in 1884.,"{'id': 'mGvB4pgQ05', 'url': 'https://cdn4.thedogapi.com/optimized/mGvB4pgQ05.jpg', 'width': 1440, 'height': 736}",16.0,20.0,18.0,33.0,38.0,35.5,12.0,15.0,13.5,"['calm', ' gentle', ' friendly', ' loyal', ' alert']","calm, gentle, friendly, loyal, alert",1,0,0,0,1,0,1,0,https://cdn4.thedogapi.com/optimized/mGvB4pgQ05.jpg
Swedish Vallhund,Sweden,Herding,Corgi-like,8,Medium,Moderate,2.0,Yes,8,Moderate,Low,7,"alert, energetic, friendly, intelligent, courageous, playful, eager to please",Sweden,SE,"Small, powerful spitz-type herding dog with short legs, pointed ears, curled tail, and distinctive wolf-like markings. This ancient and fearless breed is often referred to as 'the Viking dog' and features a weather-resistant double coat.",Herding,"Ancient Swedish breed dating back over 1,000 years to the Viking era, used as an all-purpose farm dog for herding cattle, vermin control, and guarding. Also called Västgötaspets, believed to share ancestry with the Welsh Corgi. Recognized by Swedish Kennel Club in 1943, AKC in 2007.","{'id': 'HJ-Dix94Q', 'url': 'https://cdn2.thedogapi.com/images/HJ-Dix94Q_1280.jpg', 'width': 1280, 'height': 851}",9.0,16.0,12.5,29.0,35.0,32.0,12.0,15.0,13.5,"['alert', ' energetic', ' friendly', ' intelligent', ' courageous', ' playful', ' eager to please']","alert, energetic, friendly, intelligent, courageous, playful, eager to please",1,1,1,1,1,0,0,0,https://cdn2.thedogapi.com/images/HJ-Dix94Q_1280.jpg
Thai Ridgeback,Thailand,Hound,Ridge of fur on back,6,Medium,Moderate,2.0,With Training,7,Moderate,Moderate,7,"intelligent, loyal, independent, protective, athletic, alert",Thailand,TH,"An ancient, medium-sized hound known for the distinctive ridge of hair running along its back, with a muscular, athletic build and an independent, protective nature",Hound,"An ancient, primitive breed native to eastern Thailand, developed for hunting small game, vermin control, and serving as a guard dog. Its isolation in the region preserved its unique characteristics, including the dorsal ridge, for centuries. One of only three breeds with hair ridge.","{'id': '0mUBUQ68p', 'url': 'https://cdn2.thedogapi.com/images/0mUBUQ68p.jpg', 'width': 1080, 'height': 1196}",16.0,34.0,25.0,51.0,61.0,56.0,12.0,13.0,12.5,"['intelligent', ' loyal', ' independent', ' protective', ' athletic', ' alert']","intelligent, loyal, independent, protective, athletic, alert",0,1,1,0,1,1,0,0,https://cdn2.thedogapi.com/images/0mUBUQ68p.jpg
Tibetan Mastiff,Tibet,Working,Imposing appearance,7,Large,High,2.0,With Training,6,Moderate,Moderate,8,"independent, protective, intelligent, loyal, calm",Tibet,CN,"An ancient and imposing guardian breed with massive size, noble bearing, and dense double coat. Known for its independent nature, impressive presence, and deep, powerful bark.",Working,"Ancient guardian breed developed in the isolated Himalayas, used by Tibetan nomads and monasteries to protect livestock, villages, and property. Considered a progenitor of many modern mastiff breeds.","{'id': 'SkM9sec47', 'url': 'https://cdn2.thedogapi.com/images/SkM9sec47_1280.jpg', 'width': 1600, 'height': 1375}",34.0,73.0,53.5,61.0,74.0,67.5,10.0,12.0,11.0,"['independent', ' protective', ' intelligent', ' loyal', ' calm']","independent, protective, intelligent, loyal, calm",0,0,1,0,1,1,1,0,https://cdn2.thedogapi.com/images/SkM9sec47_1280.jpg
Toy Fox Terrier,USA,Toy,Miniature Fox Terrier,8,Toy,Moderate,1.5,Yes,8,Low,Low,7,"alert, intelligent, energetic, friendly, playful, loyal, outgoing",United States,US,"Small, athletic, elegant terrier with short, fine coat and alert, lively demeanor, combining toy breed size with true terrier temperament and the spirit of a larger dog",Toy,"Developed in the early 20th century in the United States by crossing small Smooth Fox Terriers with toy breeds including Chihuahuas, Manchester Terriers, and Italian Greyhounds to create a smaller, versatile companion and ratter. Recognized by the AKC in 2003.","{'id': 'B17ase9V7', 'url': 'https://cdn2.thedogapi.com/images/B17ase9V7_1280.jpg', 'width': 1200, 'height': 1024}",1.6,3.2,2.4000000000000004,22.0,29.0,25.5,,,,"['alert', ' intelligent', ' energetic', ' friendly', ' playful', ' loyal', ' outgoing']","alert, intelligent, energetic, friendly, playful, loyal, outgoing",1,1,1,1,1,0,0,0,https://cdn2.thedogapi.com/images/B17ase9V7_1280.jpg
Treeing Walker Coonhound,USA,Hound,Tracking ability,8,Medium,Moderate,2.0,Yes,7,Moderate,Moderate,7,"intelligent, confident, friendly, energetic, courageous, alert",United States,US,"Medium to large athletic scent hound with distinctive tricolor coat, bred for tracking and treeing raccoons and other game in rugged terrain. Known for swift endurance, intelligence, and distinctive baying voice.",Hound,"Developed from English Foxhounds brought to colonial America in 1742, specifically refined by Tennessee breeder Thomas Walker and the Walker family in the 1800s for speed, endurance, and ability to track and tree raccoons in American terrain.","{'id': 'SkRpsgc47', 'url': 'https://cdn2.thedogapi.com/images/SkRpsgc47_1280.jpg', 'width': 1920, 'height': 1080}",23.0,32.0,27.5,51.0,69.0,60.0,12.0,13.0,12.5,"['intelligent', ' confident', ' friendly', ' energetic', ' courageous', ' alert']","intelligent, confident, friendly, energetic, courageous, alert",1,1,1,0,1,0,0,1,https://cdn2.thedogapi.com/images/SkRpsgc47_1280.jpg
Welsh Springer Spaniel,Wales,Sporting,Compact build,8,Medium,High,2.0,Yes,7,Moderate,Moderate,6,"friendly, loyal, energetic, intelligent, affectionate, eager to please",Wales,GB,"Medium-sized, compact gundog with a distinctive red and white coat and straight, silky feathering. Known for its happy disposition, boundless energy, and versatility in the field as a sporting spaniel built for endurance.",Sporting,"Ancient Welsh breed developed as a versatile gundog to flush and retrieve game birds, mentioned in Welsh laws dating to 300 AD. Officially recognized as distinct from other land spaniels by The Kennel Club in 1902 and AKC in 1906.","{'id': 'BJ1gnx5Vm', 'url': 'https://cdn2.thedogapi.com/images/BJ1gnx5Vm_1280.jpg', 'width': 1331, 'height': 944}",16.0,25.0,20.5,43.0,48.0,45.5,12.0,15.0,13.5,"['friendly', ' loyal', ' energetic', ' intelligent', ' affectionate', ' eager to please']","friendly, loyal, energetic, intelligent, affectionate, eager to please",1,1,1,0,0,0,0,0,https://cdn2.thedogapi.com/images/BJ1gnx5Vm_1280.jpg
Welsh Terrier,Wales,Terrier,Distinctive eyebrows,7,Medium,Moderate,1.5,Yes,7,Moderate,Moderate,7,"friendly, alert, intelligent, spirited, energetic, confident",Wales,GB,"Compact, sturdy medium-sized terrier with distinctive harsh wiry black and tan coat and lively, spirited expression. One of the oldest terrier breeds from Wales, known for its rugged build and friendly disposition.",Terrier,"One of the oldest terrier breeds, originating in Wales where it was developed for hunting fox, badger, otter, and vermin. Originally known as the Old English Terrier or Black-and-Tan Wire Haired Terrier, it was formally recognized by The Kennel Club in 1886 and AKC in 1888.","{'id': 'HJdtpv2T4l', 'url': 'https://cdn4.thedogapi.com/optimized/HJdtpv2T4l.jpg', 'width': 1168, 'height': 912}",9.0,10.0,9.5,38.0,39.0,38.5,12.0,15.0,13.5,"['friendly', ' alert', ' intelligent', ' spirited', ' energetic', ' confident']","friendly, alert, intelligent, spirited, energetic, confident",1,1,1,0,1,0,0,1,https://cdn4.thedogapi.com/optimized/HJdtpv2T4l.jpg
West Highland White Terrier,Scotland,Terrier,White coat,8,Small,Moderate,1.5,Yes,7,Moderate,Moderate,7,"confident, alert, playful, loyal, independent",Scotland,GB,"Small, sturdy, and confident terrier from Scotland, characterized by its distinctive dense white double coat, bright inquisitive expression, and lively personality",Terrier,"Developed in the Scottish Highlands to hunt fox, badger, and other vermin. Colonel Edward Donald Malcolm of Poltalloch is credited with developing the modern white breed after one of his reddish terriers was mistaken for a fox and shot, leading him to breed only for white dogs to avoid future hunting accidents","{'id': 'Bkdx2g5Em', 'url': 'https://cdn2.thedogapi.com/images/Bkdx2g5Em_1280.jpg', 'width': 1065, 'height': 1032}",6.0,10.0,8.0,23.0,28.0,25.5,,,,"['confident', ' alert', ' playful', ' loyal', ' independent']","confident, alert, playful, loyal, independent",0,0,0,1,1,1,0,1,https://cdn2.thedogapi.com/images/Bkdx2g5Em_1280.jpg
