name,species_id,temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
Australian Terrier,2,"courageous, alert, friendly, loyal, intelligent",Australia,AU,"Small, sturdy terrier with harsh double coat and distinctive topknot, known for its spirited, alert expression and courageous personality",Terrier,"Developed in Australia during the 19th century from British terrier breeds including Cairn, Skye, and Yorkshire Terriers. Bred as all-purpose exterminators of rodents and snakes, as well as loyal watchdogs and companions. Recognized by AKC in 1960.","{'id': 'WjazcxuOMh', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/f264d025-4b87-4be4-bf4d-8c7fbb327773.jpeg', 'width': 1120, 'height': 944}",7.0,9.0,8.0,25.0,28.0,26.5,11.0,15.0,13.0
Austrian Black and Tan Hound,2,"intelligent, friendly, energetic, work-focused, independent, loyal",Austria,AT,"Medium-sized, athletic scent hound with a smooth black coat and distinctive rich tan markings, renowned for its stamina, keen sense of smell, and elegant build. Developed specifically for tracking game in mountainous Alpine terrain.",Hound,"Descended from ancient Celtic Hounds (Keltenbracke), developed over centuries in Austria from Celtic Hounds and local hunting breeds. Modern form established in mid-19th century as a versatile and durable scenthound for tracking wounded game, primarily hare and fox, in high-altitude Alpine terrain.","{'id': 'iLdspBzjpF', 'url': 'https://cdn4.thedogapi.com/optimized/iLdspBzjpF.jpg', 'width': 912, 'height': 1168}",20.0,27.0,23.5,48.0,56.0,52.0,12.0,14.0,13.0
Austrian Pinscher,2,"alert, protective, loyal, energetic, confident, intelligent",Austria,AT,"Medium-sized, sturdy farm dog with robust build, distinctive pear-shaped head, and dense double coat, originally developed as a versatile guardian and ratter with strong protective instincts",Working,"Descended from old Austrian farm dogs of the 18th century, developed as versatile all-purpose farm dog for guarding livestock and controlling vermin. Systematic breeding began in 1921 with official recognition in 1928. Nearly extinct post-WWII and by the 1970s, saved through dedicated breeding programs using remaining bloodlines.","{'id': 'ox50ZwWo3v', 'url': 'https://cdn4.thedogapi.com/optimized/ox50ZwWo3v.jpg', 'width': 1264, 'height': 848}",12.0,18.0,15.0,40.0,50.0,45.0,12.0,14.0,13.0
Azawakh,2,"independent, loyal, alert, protective, affectionate, aloof","West Africa (Sahel region: Mali, Niger, Burkina Faso)",ML,"Elegant, tall sighthound from West Africa with a lean, muscular build, fine coat, and long legs built for speed and endurance in desert conditions of the Sahel region",Hound,"Ancient sighthound breed developed by nomadic Tuareg peoples of the Sahel region for hunting gazelle and other game, protecting livestock, and serving as companions. Bred for speed and stamina in Saharan and Sahelian conditions","{'id': 'kDnvvUI63Z', 'url': 'https://cdn4.thedogapi.com/optimized/kDnvvUI63Z.jpg', 'width': 1024, 'height': 1024}",15.0,25.0,20.0,60.0,74.0,67.0,12.0,15.0,13.5
Bắc Hà,2,"alert, loyal, intelligent, protective, independent","Bắc Hà District, Lào Cai Province, northern Vietnam",VN,"Medium-sized spitz-type dog from the mountainous regions of northern Vietnam, known for its dense double coat, wedge-shaped head, and distinctive lion-like mane. Alert and loyal breed adapted to cold mountain climates.",Spitz and Primitive Types,"Indigenous spitz-type breed developed by ethnic minority groups, particularly the Hmong people, in the mountainous Bắc Hà region of northern Vietnam. Traditionally used for hunting, guarding, and companionship. Officially recognized by the Vietnam Kennel Association in 2019.","{'id': 'AqtPMouV8k', 'url': 'https://cdn4.thedogapi.com/optimized/AqtPMouV8k.jpg', 'width': 1200, 'height': 896}",16.0,25.0,20.5,41.0,56.0,48.5,12.0,15.0,13.5
Bakharwal Dog,2,"loyal, protective, intelligent, courageous, independent","Jammu and Kashmir, India",IN,"Large, powerful mountain dog bred for guarding livestock in the Himalayas, featuring a dense double coat and strong protective instincts",Working,"Ancient livestock guardian of the Bakharwal and Gujjar tribes, used for centuries in the Himalayas for flock protection","{'id': '5ErDzjIiOU', 'url': 'https://cdn4.thedogapi.com/optimized/5ErDzjIiOU.jpg', 'width': 1200, 'height': 896}",35.0,60.0,47.5,56.0,76.0,66.0,9.0,13.0,11.0
Banjara Hound,2,"independent, loyal, alert, intelligent, courageous",India,IN,"Ancient, lean athletic sighthound landrace native to India, traditionally used by nomadic Banjara people for hunting game over harsh terrain. Known for endurance, loyalty, and speed, bred for function over form.",Hound,"Ancient landrace sighthound developed by the Banjara nomadic tribes of India, primarily in the Maharashtra region. For centuries bred for hunting deer, hare, and medium game over open terrain, also serving as flock guardian and family protector. Not recognized by major international kennel clubs but established in regional registries.","{'id': 'MY32nvFaii', 'url': 'https://cdn4.thedogapi.com/optimized/MY32nvFaii.jpg', 'width': 1184, 'height': 896}",22.0,35.0,28.5,61.0,76.0,68.5,10.0,14.0,12.0
Bankhar Dog,2,"protective, independent, loyal, calm, alert, intelligent",Mongolia,MN,"Large, powerful ancient livestock guardian dog from Mongolia with thick double coat and independent, protective temperament. This landrace breed is adapted to survive and work in harsh climates.",Working,"Ancient landrace livestock guardian breed developed by nomadic Mongolian herders for over 15,000 years to protect livestock from wolves snow leopards and other predators. Modern conservation efforts by organizations like the Mongolian Bankhar Dog Project work to preserve and reintroduce the breed to traditional working roles.","{'id': 'sPWW5PnLDM', 'url': 'https://cdn4.thedogapi.com/optimized/sPWW5PnLDM.jpg', 'width': 896, 'height': 1184}",32.0,57.0,44.5,61.0,76.0,68.5,12.0,15.0,13.5
Barak Hound,2,"energetic, intelligent, alert, independent, courageous",Bosnia and Herzegovina,BA,"Medium-sized rough-coated scent hound with distinctive tricolor coat, bred for hunting in mountainous terrain across the Balkans",Hound,"Descended from local hounds in the Balkans, developed for hunting wild boar and game in mountainous terrain. Recognized by FCI as the Bosnian Coarse-haired Hound (Bosanski Oštrodlaki Gonič – Barak)","{'id': 'EXPG7YlvxK', 'url': 'https://cdn4.thedogapi.com/optimized/EXPG7YlvxK.jpg', 'width': 1264, 'height': 848}",17.0,25.0,21.0,48.0,56.0,52.0,12.0,14.0,13.0
Barbado da Terceira,2,"intelligent, loyal, energetic, docile, playful, courageous, alert","Terceira Island, Azores, Portugal",PT,"Medium-sized, rugged Portuguese herding dog from the Azores with a distinctive long wavy coat and beard, known for its intelligence, docile nature, and lively disposition developed for cattle herding",Herding,Ancient indigenous breed developed on Terceira Island in the Azores by Portuguese settlers for herding and guarding cattle. Nearly faced extinction in the 20th century before conservation and revival efforts in the 1990s led to its preservation and recognition,"{'id': '924UxpK2AE', 'url': 'https://cdn4.thedogapi.com/optimized/924UxpK2AE.jpg', 'width': 1152, 'height': 928}",21.0,30.0,25.5,48.0,56.0,52.0,12.0,14.0,13.0
Barbet,2,"friendly, intelligent, loyal, playful, athletic, devoted",France,FR,"Medium-sized French water dog with distinctive long, dense, curly coat and webbed feet, bred for waterfowl retrieval. Known for its rustic, athletic build and joyful, intelligent disposition.",Sporting,"Ancient French water dog dating to 16th century, used for centuries to locate, flush and retrieve waterfowl in marshes and rivers. The breed's name derives from 'barbe' meaning beard. Nearly extinct after WWI but revived through dedicated breeding programs. Considered ancestor to several modern breeds including the Poodle and Briard. Officially recognized by the AKC in 2020.","{'id': 'HyWGexcVQ', 'url': 'https://cdn2.thedogapi.com/images/HyWGexcVQ_1280.jpg', 'width': 853, 'height': 1280}",17.0,28.0,22.5,51.0,65.0,58.0,12.0,14.0,13.0
Basenji,2,"independent, intelligent, alert, energetic, curious, affectionate",Central Africa,CD,"Small, elegant sighthound from Central Africa with a tightly curled tail, wrinkled forehead, and smooth coat. Known as the 'barkless dog' for its unique yodel-like vocalizations instead of traditional barking.",Hound,"Ancient breed originating in Central Africa, depicted in Egyptian and Babylonian art. Prized by Pygmy tribes and Congo region tribes as versatile hunters for their speed and silence. Brought to England in the 1930s and established in the West.","{'id': '1mYNTc1R6H', 'url': 'https://cdn4.thedogapi.com/optimized/1mYNTc1R6H.jpg', 'width': 1072, 'height': 992}",9.0,12.0,10.5,38.0,44.5,41.25,,,
Basque Shepherd Dog,2,"intelligent, loyal, energetic, alert, work-focused, devoted",Basque Country (Spain and France),ES,"An ancient medium-sized herding dog from the Basque Country, known for its rustic double coat, agility, and intelligence. Comes in two coat varieties: the rough-coated Iletsua and the smoother-coated Gorbeikoa, bred for working livestock in mountainous terrain.",Herding,"An ancient landrace breed developed by shepherds in the Basque region for herding and protecting livestock in mountainous terrain. Faced near extinction in the 20th century but was revived by dedicated breeders, leading to official recognition by the Real Sociedad Canina de España in 1995 and inclusion in AKC's Foundation Stock Service.","{'id': 'MnViD92bmV', 'url': 'https://cdn4.thedogapi.com/optimized/MnViD92bmV.jpg', 'width': 848, 'height': 1264}",17.0,36.0,26.5,43.0,61.0,52.0,12.0,15.0,13.5
Bassador,2,"friendly, loyal, gentle, intelligent, outgoing",United States,US,"Medium-to-large crossbreed with a long, sturdy body, short legs, and distinctive droopy ears of the Basset Hound combined with the friendly face and temperament of a Labrador Retriever",Mixed,Modern designer crossbreed developed in recent decades in North America by crossing Basset Hound and Labrador Retriever to combine friendly family-oriented traits with unique appearance and scenting abilities,"{'id': 'iQ5RXl4UOA', 'url': 'https://cdn4.thedogapi.com/optimized/iQ5RXl4UOA.jpg', 'width': 1344, 'height': 784}",20.0,34.0,27.0,33.0,51.0,42.0,10.0,13.0,11.5
Basset Artésien Normand,2,"affectionate, calm, gentle, intelligent, friendly","Artois and Normandy regions, France",FR,"A French short-legged scenthound with a long back, noble head, very long ears, and tricolour or bicolour coat, known for its tenacity on the trail and affectionate nature at home",Hound,"Developed in France from the older Basset d'Artois and Basset Normand breeds, standardized around 1924 by Léon Verrier for hunting small game like rabbit and hare either alone or in packs","{'id': 'BM9TUihIbe', 'url': 'https://cdn4.thedogapi.com/optimized/BM9TUihIbe.jpg', 'width': 1264, 'height': 848}",15.0,20.0,17.5,30.0,36.0,33.0,12.0,15.0,13.5
Basset Bleu de Gascogne,2,"gentle, friendly, alert, loyal, independent","Gascony, France",FR,"Medium-sized, low-slung French scent hound with distinctive blue-mottled coat, long drooping ears, and exceptional tracking abilities. Known for its noble expression and remarkable sense of smell.",Hound,Descended from the larger Grand Bleu de Gascogne developed in medieval Gascony region for hunting small game. Nearly extinct but revived in early 20th century by breeder Alain Bourbon,"{'id': 'BkMQll94X', 'url': 'https://cdn2.thedogapi.com/images/BkMQll94X_1280.jpg', 'width': 1280, 'height': 853}",16.0,18.0,17.0,33.0,38.0,35.5,10.0,14.0,12.0
Basset Fauve de Bretagne,2,"friendly, energetic, intelligent, courageous, alert, happy, outgoing, loyal, affectionate","Brittany, France",FR,"Small, compact scent hound with harsh, wiry fawn to golden-red coat and sturdy build. Known for its energetic, happy disposition and lively temperament, originally bred for hunting small game in Brittany.",Hound,"Developed in Brittany, France as a downsized version of the larger Grand Fauve de Bretagne (Griffon Fauve de Bretagne). Used for hunting small game like rabbit and hare. Nearly extinct after WWII but restored by crossing remaining dogs with breeds like Basset Griffon Vendeen.","{'id': 'zG2TentNGH', 'url': 'https://cdn4.thedogapi.com/optimized/zG2TentNGH.jpg', 'width': 1264, 'height': 848}",12.0,18.0,15.0,32.0,39.0,35.5,11.0,15.0,13.0
Basset Hound,2,"friendly, calm, gentle, loyal, independent, devoted",France,FR,"Low-slung, heavy-boned scent hound with distinctive long, velvety ears, mournful expression, and loose skin. Known for powerful tracking ability and calm demeanor.",Hound,"Developed by French aristocrats from hounds bred at the Abbey of St. Hubert for hunting small game in dense cover. Low-slung body perfected for trailing rabbits and hare, later refined in England for pack hunting.","{'id': 's0vseNSFBF', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/74b9e98d-60c5-484d-ad62-4db57a0bc47e.jpeg', 'width': 1264, 'height': 848}",18.0,30.0,24.0,33.0,38.0,35.5,12.0,13.0,12.5
