id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
358,Ariégeois,2,10-14,"gentle, calm, intelligent, loyal, affectionate, friendly","Ariège, France",FR,"Medium-sized, elegant French scenthound with distinctive tricolor coat, lean body, long ears, and light limbs. Bred for pack-hunting hare and deer, known for keen nose, stamina, and scent-tracking abilities.",Hound,Developed in the Ariège region of southern France in the early 20th century by crossing local briquet hounds with Grand Bleu de Gascogne and Grand Gascon-Saintongeois to create a versatile and durable pack hound for hunting hare,hmOHpgNB1H,"{'imperial': 'Male: 55-66; Female: 48-66', 'metric': 'Male: 25-30; Female: 22-30'}","{'imperial': 'Male: 20.5-24; Female: 19.7-22', 'metric': 'Male: 52-61; Female: 50-56'}","{'id': 'hmOHpgNB1H', 'url': 'https://cdn4.thedogapi.com/optimized/hmOHpgNB1H.jpg', 'width': 1056, 'height': 1008}",22.0,30.0,26.0,50.0,61.0,55.5,10.0,14.0,12.0
357,Ariège Pointer,2,12-14,"intelligent, gentle, docile, loyal, work-focused, adaptable","Ariège, France",FR,"Medium to large, elegant and muscular French pointing dog with distinctive orange and white coat pattern and fine nose, known for its endurance, docile nature, and versatile hunting abilities",Sporting,"Originated in the Ariège region of southern France in the 19th century, descended from old French pointing breeds crossed with Spanish Pointer and other southern pointing breeds. Faced near extinction after World War II but was revived by passionate breeders in the 1990s.",gl5sDwrqvg,"{'imperial': 'Male: 55-66; Female: 48-60', 'metric': 'Male: 25-30; Female: 22-27'}","{'imperial': 'Male: 23.5-26; Female: 22-25', 'metric': 'Male: 60-67; Female: 56-63'}","{'id': 'gl5sDwrqvg', 'url': 'https://cdn4.thedogapi.com/optimized/gl5sDwrqvg.jpg', 'width': 1136, 'height': 944}",22.0,30.0,26.0,56.0,67.0,61.5,12.0,14.0,13.0
360,Armant,2,12-14,"loyal, courageous, intelligent, protective, alert",Egypt,EG,"Medium-sized Egyptian herding dog with a sturdy, well-muscled build and distinctive shaggy, wiry coat. Known for being courageous, protective, and alert with an intelligent expression.",Herding,"Named after the town of Armant along the Nile in Egypt, believed to have descended from European herding dogs, possibly Briards, brought by Napoleon's armies and crossed with native Egyptian dogs. Developed as versatile livestock guardians and herding dogs, officially recognized in Egypt as the national herding breed.",QwT4EBPJLg,"{'imperial': '50-65', 'metric': '23-29'}","{'imperial': '21-23', 'metric': '53-58'}","{'id': 'QwT4EBPJLg', 'url': 'https://cdn4.thedogapi.com/optimized/QwT4EBPJLg.jpg', 'width': 1200, 'height': 896}",23.0,29.0,26.0,53.0,58.0,55.5,12.0,14.0,13.0
361,Armenian Gampr,2,12-14,"protective, independent, loyal, calm, intelligent",Armenian Highlands,AM,"Large, powerful ancient livestock guardian dog from the Armenian Highlands, known for its thick double coat, formidable protective instincts, and independent temperament developed through millennia of natural selection",Working,"Ancient landrace breed native to the Armenian Highlands, used for millennia as livestock and home guardian protecting against predators and intruders, developed through natural selection rather than selective breeding for appearance",PnA50DsXJt,"{'imperial': 'Male: 110-150; Female: 90-130', 'metric': 'Male: 50-68; Female: 41-59'}","{'imperial': 'Male: 25-28; Female: 23-26', 'metric': 'Male: 64-71; Female: 58-66'}","{'id': 'PnA50DsXJt', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/45445836-56d0-4d66-9f9d-2f8140cf4b6c.jpeg', 'width': 1408, 'height': 768}",41.0,68.0,54.5,58.0,71.0,64.5,12.0,14.0,13.0
362,Artois Hound,2,12-15,"energetic, loyal, alert, courageous, calm, affectionate","Artois, France",FR,"Medium-sized French scent hound with distinctive short, dense tricolor coat and powerful build. Known for its endurance, strong hunting instincts, and calm yet energetic temperament.",Hound,"Ancient French scenthound from the Artois region dating back to the 15th century, descended from the St. Hubert Hound. Used by nobility for hunting, the breed faced near extinction after World War II but was revived in the 1970s by dedicated breeders following historical standards",tK427WKY9r,"{'imperial': 'Male: 55-66; Female: 50-66', 'metric': 'Male: 25-30; Female: 23-30'}","{'imperial': 'Male: 21-24; Female: 20-23', 'metric': 'Male: 53-61; Female: 51-58'}","{'id': 'tK427WKY9r', 'url': 'https://cdn4.thedogapi.com/optimized/tK427WKY9r.jpg', 'width': 1232, 'height': 864}",23.0,30.0,26.5,51.0,61.0,56.0,12.0,15.0,13.5
20,Aussiedoodle,2,10-15,"intelligent, energetic, friendly, loyal, affectionate, playful",United States,US,"Designer crossbreed combining Australian Shepherd and Poodle traits, known for high intelligence, energetic nature, and often a low-shedding coat with varied coat types",Mixed,Modern designer crossbreed developed in the late 20th century/1990s in the United States by crossing Australian Shepherd and Poodle to create a highly intelligent low-shedding companion dog,3NmiFCb8cr,"{'imperial': 'Male: 45-70; Female: 35-60', 'metric': 'Male: 20-32; Female: 16-27'}","{'imperial': 'Male: 20-25; Female: 18-23', 'metric': 'Male: 51-64; Female: 46-58'}","{'id': '3NmiFCb8cr', 'url': 'https://cdn4.thedogapi.com/optimized/3NmiFCb8cr.jpg', 'width': 1408, 'height': 768}",16.0,32.0,24.0,46.0,64.0,55.0,10.0,15.0,12.5
21,Australian Cattle Dog,2,12-16,"intelligent, alert, loyal, energetic, courageous",Australia,AU,"Compact, muscular working dog with distinctive coat markings and exceptional endurance for cattle herding; known as the Heeler",Herding,"Developed in 19th century Australia by crossing British herding dogs including blue merle Collies with native Dingo, with later infusions of Dalmatian and Black and Tan Kelpie to create a hardy cattle herding dog for harsh Australian conditions",ZxP-viFTK,"{'imperial': '35-50', 'metric': '16-23'}","{'imperial': 'Male: 18-20; Female: 17-19', 'metric': 'Male: 46-51; Female: 43-48'}","{'id': 'ZxP-viFTK', 'url': 'https://cdn2.thedogapi.com/images/ZxP-viFTK.jpg', 'width': 1080, 'height': 1350}",16.0,23.0,19.5,43.0,51.0,47.0,12.0,16.0,14.0
22,Australian Kelpie,2,12-16,"intelligent, energetic, loyal, work-focused, alert",Australia,AU,"Medium-sized athletic herding dog with exceptional energy and intelligence, developed for working sheep over vast distances in harsh Australian conditions. Known for their lithe, agile build and inexhaustible work ethic.",Herding,Developed in Australia during the late 19th century from crosses of imported Scottish Collies with Dingoes and other working dogs to create the ultimate sheep herding dog capable of working independently over vast distances in harsh climates,2pZrCf0DNu,"{'imperial': 'Male: 31-46; Female: 26-40', 'metric': 'Male: 14-21; Female: 12-18'}","{'imperial': 'Male: 17-20; Female: 16-19', 'metric': 'Male: 43-51; Female: 41-48'}","{'id': '2pZrCf0DNu', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/e4eea683-60f7-4095-9dc1-d35458f1d9ac.jpeg', 'width': 1216, 'height': 880}",12.0,21.0,16.5,41.0,51.0,46.0,12.0,16.0,14.0
23,Australian Shepherd,2,12-15,"intelligent, energetic, work-focused, loyal, devoted, athletic",Western United States,US,"Medium-sized, agile herding dog with striking multicolored coat, expressive eyes, and keen herding instincts. Known for their intense work drive and weather-resistant double coat.",Herding,"Despite its name, the Australian Shepherd was developed in the American West in the 19th century from Basque shepherd dogs brought by immigrants from the Pyrenees region. The breed's intelligence and versatility made it popular on the rodeo circuit and for ranching work.",G0k1fak65p,"{'imperial': 'Male: 50-65; Female: 40-55', 'metric': 'Male: 23-29; Female: 18-25'}","{'imperial': 'Male: 20-23; Female: 18-21', 'metric': 'Male: 51-58; Female: 46-53'}","{'id': 'G0k1fak65p', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/941d27a3-a346-4b56-bfed-a76d4ec745cd.jpeg', 'width': 1264, 'height': 848}",18.0,29.0,23.5,46.0,58.0,52.0,12.0,15.0,13.5
228,Australian Silky Terrier,2,,"friendly, intelligent, alert, energetic, confident",Australia,AU,"A small, spirited toy terrier with a refined but substantial build, characterized by its long, straight, glossy blue-and-tan silky coat that is parted down the middle and lively, alert demeanor",Toy,"Developed in Australia in the late 19th century by crossing Yorkshire Terriers with Australian Terriers to create a small companion dog with a long, silky coat, combining hardiness with refined features and vermin hunting ability",ByzGsl5Nm,"{'imperial': '8-10', 'metric': '3.5-5'}","{'imperial': '9-10', 'metric': '23-25'}","{'id': 'ByzGsl5Nm', 'url': 'https://cdn2.thedogapi.com/images/ByzGsl5Nm_1280.jpg', 'width': 1599, 'height': 1142}",3.5,5.0,4.25,23.0,25.0,24.0,,,
363,Australian Stumpy Tail Cattle Dog,2,12-15,"loyal, alert, energetic, intelligent, courageous, independent, work-focused",Australia,AU,"Medium-sized, rugged working dog with naturally short tail, bred for herding cattle in harsh Australian conditions. This compact, athletic breed combines intelligence, stamina, and exceptional herding prowess.",Herding,"Developed in the early-to-mid 1800s by Australian cattlemen crossing British herding dogs (such as the Smithfield) with native Australian dingo-type dogs. Bred specifically for working ability and natural bob-tail, developing parallel to the Australian Cattle Dog as an independent herding breed.",wgwRfjm7ZK,"{'imperial': 'Male: 35-50; Female: 32-45', 'metric': 'Male: 16-23; Female: 14.5-20.5'}","{'imperial': 'Male: 18-20; Female: 17-19', 'metric': 'Male: 46-51; Female: 43-48'}","{'id': 'wgwRfjm7ZK', 'url': 'https://cdn4.thedogapi.com/optimized/wgwRfjm7ZK.jpg', 'width': 1264, 'height': 832}",14.5,23.0,18.75,43.0,51.0,47.0,12.0,15.0,13.5
24,Australian Terrier,2,11-15,"courageous, alert, friendly, loyal, intelligent",Australia,AU,"Small, sturdy terrier with harsh double coat and distinctive topknot, known for its spirited, alert expression and courageous personality",Terrier,"Developed in Australia during the 19th century from British terrier breeds including Cairn, Skye, and Yorkshire Terriers. Bred as all-purpose exterminators of rodents and snakes, as well as loyal watchdogs and companions. Recognized by AKC in 1960.",WjazcxuOMh,"{'imperial': '15-20', 'metric': '7-9'}","{'imperial': '10-11', 'metric': '25-28'}","{'id': 'WjazcxuOMh', 'url': 'https://storage.googleapis.com/dog-api-uploads-prod/originals/f264d025-4b87-4be4-bf4d-8c7fbb327773.jpeg', 'width': 1120, 'height': 944}",7.0,9.0,8.0,25.0,28.0,26.5,11.0,15.0,13.0
364,Austrian Black and Tan Hound,2,12-14,"intelligent, friendly, energetic, work-focused, independent, loyal",Austria,AT,"Medium-sized, athletic scent hound with a smooth black coat and distinctive rich tan markings, renowned for its stamina, keen sense of smell, and elegant build. Developed specifically for tracking game in mountainous Alpine terrain.",Hound,"Descended from ancient Celtic Hounds (Keltenbracke), developed over centuries in Austria from Celtic Hounds and local hunting breeds. Modern form established in mid-19th century as a versatile and durable scenthound for tracking wounded game, primarily hare and fox, in high-altitude Alpine terrain.",iLdspBzjpF,"{'imperial': 'Male: 49-60; Female: 44-55', 'metric': 'Male: 22-27; Female: 20-25'}","{'imperial': '19-22', 'metric': '48-56'}","{'id': 'iLdspBzjpF', 'url': 'https://cdn4.thedogapi.com/optimized/iLdspBzjpF.jpg', 'width': 912, 'height': 1168}",20.0,27.0,23.5,48.0,56.0,52.0,12.0,14.0,13.0
365,Austrian Pinscher,2,12-14,"alert, protective, loyal, energetic, confident, intelligent",Austria,AT,"Medium-sized, sturdy farm dog with robust build, distinctive pear-shaped head, and dense double coat, originally developed as a versatile guardian and ratter with strong protective instincts",Working,"Descended from old Austrian farm dogs of the 18th century, developed as versatile all-purpose farm dog for guarding livestock and controlling vermin. Systematic breeding began in 1921 with official recognition in 1928. Nearly extinct post-WWII and by the 1970s, saved through dedicated breeding programs using remaining bloodlines.",ox50ZwWo3v,"{'imperial': '26-40', 'metric': '12-18'}","{'imperial': 'Male: 17-20; Female: 16-19', 'metric': 'Male: 42-50; Female: 40-48'}","{'id': 'ox50ZwWo3v', 'url': 'https://cdn4.thedogapi.com/optimized/ox50ZwWo3v.jpg', 'width': 1264, 'height': 848}",12.0,18.0,15.0,40.0,50.0,45.0,12.0,14.0,13.0
25,Azawakh,2,12-15,"independent, loyal, alert, protective, affectionate, aloof","West Africa (Sahel region: Mali, Niger, Burkina Faso)",ML,"Elegant, tall sighthound from West Africa with a lean, muscular build, fine coat, and long legs built for speed and endurance in desert conditions of the Sahel region",Hound,"Ancient sighthound breed developed by nomadic Tuareg peoples of the Sahel region for hunting gazelle and other game, protecting livestock, and serving as companions. Bred for speed and stamina in Saharan and Sahelian conditions",kDnvvUI63Z,"{'imperial': 'Male: 44-55; Female: 33-44', 'metric': 'Male: 20-25; Female: 15-20'}","{'imperial': 'Male: 25-29; Female: 23.5-27.5', 'metric': 'Male: 63-74; Female: 60-70'}","{'id': 'kDnvvUI63Z', 'url': 'https://cdn4.thedogapi.com/optimized/kDnvvUI63Z.jpg', 'width': 1024, 'height': 1024}",15.0,25.0,20.0,60.0,74.0,67.0,12.0,15.0,13.5
366,Bắc Hà,2,12-15,"alert, loyal, intelligent, protective, independent","Bắc Hà District, Lào Cai Province, northern Vietnam",VN,"Medium-sized spitz-type dog from the mountainous regions of northern Vietnam, known for its dense double coat, wedge-shaped head, and distinctive lion-like mane. Alert and loyal breed adapted to cold mountain climates.",Spitz and Primitive Types,"Indigenous spitz-type breed developed by ethnic minority groups, particularly the Hmong people, in the mountainous Bắc Hà region of northern Vietnam. Traditionally used for hunting, guarding, and companionship. Officially recognized by the Vietnam Kennel Association in 2019.",AqtPMouV8k,"{'imperial': 'Male: 40-55; Female: 35-48', 'metric': 'Male: 18-25; Female: 16-22'}","{'imperial': 'Male: 18-22; Female: 16-20', 'metric': 'Male: 46-56; Female: 41-51'}","{'id': 'AqtPMouV8k', 'url': 'https://cdn4.thedogapi.com/optimized/AqtPMouV8k.jpg', 'width': 1200, 'height': 896}",16.0,25.0,20.5,41.0,56.0,48.5,12.0,15.0,13.5
367,Bakharwal Dog,2,9-13,"loyal, protective, intelligent, courageous, independent","Jammu and Kashmir, India",IN,"Large, powerful mountain dog bred for guarding livestock in the Himalayas, featuring a dense double coat and strong protective instincts",Working,"Ancient livestock guardian of the Bakharwal and Gujjar tribes, used for centuries in the Himalayas for flock protection",5ErDzjIiOU,"{'imperial': '77-132', 'metric': '35-60'}","{'imperial': 'Male: 24-30; Female: 22-28', 'metric': 'Male: 61-76; Female: 56-71'}","{'id': '5ErDzjIiOU', 'url': 'https://cdn4.thedogapi.com/optimized/5ErDzjIiOU.jpg', 'width': 1200, 'height': 896}",35.0,60.0,47.5,56.0,76.0,66.0,9.0,13.0,11.0
368,Banjara Hound,2,10-14,"independent, loyal, alert, intelligent, courageous",India,IN,"Ancient, lean athletic sighthound landrace native to India, traditionally used by nomadic Banjara people for hunting game over harsh terrain. Known for endurance, loyalty, and speed, bred for function over form.",Hound,"Ancient landrace sighthound developed by the Banjara nomadic tribes of India, primarily in the Maharashtra region. For centuries bred for hunting deer, hare, and medium game over open terrain, also serving as flock guardian and family protector. Not recognized by major international kennel clubs but established in regional registries.",MY32nvFaii,"{'imperial': 'Male: 55-77; Female: 49-66', 'metric': 'Male: 25-35; Female: 22-30'}","{'imperial': 'Male: 26-30; Female: 24-28', 'metric': 'Male: 66-76; Female: 61-71'}","{'id': 'MY32nvFaii', 'url': 'https://cdn4.thedogapi.com/optimized/MY32nvFaii.jpg', 'width': 1184, 'height': 896}",22.0,35.0,28.5,61.0,76.0,68.5,10.0,14.0,12.0
